immune_leiden,sample_id,n_cells
14,G729,13
14,G910,412
14,G945,32
14,G946,458
14,G967,34
14,G983,113
14,G1003,71
14,GSM4141788,12
14,GSM4141789,2
14,GSM4141790,37
14,JK125,5
14,JK126,2
14,JK134,15
14,JK136,16
14,JK142,100
14,JK152,1
14,JK153,16
14,JK156,33
14,JK163,33
14,LB3018T,4
14,LB3579T,35
14,LB3612T,21
14,LB3667T,84
14,LB3836T,154
14,LB3851T,68
14,LB3853T,8
14,LB3854T,32
14,LB3864T,75
14,LB3865T,103
14,LB3869T,3
14,LB3871T,120
14,LB3872T,132
14,LB3914T,60
14,LB3915T,231
14,LB3931T,67
14,LB3933T,81
14,LB3941T,115
14,LB3944T,45
14,LB3963T,8
14,LB4003T,40
14,LB4006T,20
14,LB4015T,3
14,LB4024T,1
14,LB4034T,95
14,LB4038T,5
14,LB4059T,46
14,LB4075T,136
14,LB4101T,49
14,LB4112T,21
14,LB4117T,13
14,LB4180T,11
14,MGH102,122
14,MGH105,90
14,MGH114,25
14,MGH115,17
14,MGH118,64
14,MGH124,34
14,MGH125,66
14,MGH126,1
14,ND1,43
14,ND2,272
14,ND3,48
14,ND4,39
14,ND5,141
14,ND6,1409
14,ND7,533
14,ND8,2397
14,P234_JAK,142
14,P294,129
14,P317,44
14,P322,39
14,Patient_1,1448
14,Patient_2,233
14,Patient_3,304
14,Patient_4,605
14,R1,1
14,R2,1046
14,R3,645
14,R4,1887
14,R5,144
14,SF6996,1
14,SF10022,1
14,SF11159,3
14,SF11209,1
14,SF11232,5
14,SF11247,680
14,SF11644,52
14,SF11956,9
14,SF11979,7
14,SM006,13
14,SM011,199
14,SM012,156
14,SM017,185
14,SM018,309
14,X154,119
14,X192,188
14,X194,6
14,ndGBM-01,100
14,ndGBM-02,612
14,ndGBM-03,162
14,ndGBM-04,306
14,ndGBM-05,65
14,ndGBM-06,7
14,ndGBM-07,1211
14,ndGBM-08,823
14,ndGBM-09,90
14,ndGBM-11,207
14,rGBM-01,1221
14,rGBM-02,9
14,rGBM-03,485
14,rGBM-04,2116
14,rGBM-05,2
15,3182,92
15,3282,7
15,3295,1
15,BT363,13
15,BT364,12
15,BT368,3
15,BT389,186
15,BT390,282
15,BT397,5
15,BT402,75
15,BT407,310
15,BT409,170
15,C3L-02705,8
15,C3L-03405,1
15,C3N-00662,5
15,C3N-01814,7
15,C3N-01815,1
15,C3N-01816,17
15,C3N-02188,1
15,C3N-02190,1
15,C3N-02783,4
15,C3N-02784,2
15,C3N-03188,24
15,G523,1
15,G549,4
15,G620,1
15,G729,4
15,G799,1
15,G910,59
15,G945,34
15,G946,181
15,G967,118
15,G983,200
15,G1003,805
15,GSM4141788,6
15,GSM4141790,59
15,JK125,1
15,JK126,2
15,JK134,1
15,JK136,15
15,JK142,8
15,JK153,32
15,JK156,8
15,JK163,4
15,LB3018T,2
15,LB3579T,51
15,LB3612T,16
15,LB3667T,91
15,LB3771T,1
15,LB3836T,1
15,LB3851T,247
15,LB3853T,129
15,LB3854T,59
15,LB3864T,69
15,LB3865T,15
15,LB3869T,2
15,LB3871T,45
15,LB3872T,67
15,LB3914T,8
15,LB3915T,43
15,LB3931T,41
15,LB3933T,170
15,LB3941T,631
15,LB3944T,25
15,LB3963T,4
15,LB4003T,4
15,LB4006T,3
15,LB4024T,1
15,LB4034T,83
15,LB4038T,6
15,LB4059T,15
15,LB4075T,7
15,LB4101T,158
15,LB4112T,10
15,LB4117T,29
15,LB4180T,16
15,MGH105,58
15,MGH115,12
15,MGH118,52
15,MGH124,7
15,MGH125,72
15,ND1,305
15,ND2,430
15,ND3,28
15,ND4,34
15,ND5,13
15,ND7,5699
15,ND8,42
15,P234_JAK,124
15,P294,30
15,P317,21
15,P322,3
15,Patient_1,331
15,Patient_2,217
15,Patient_3,386
15,Patient_4,74
15,R2,11
15,R3,100
15,R4,10
15,SF4297,2
15,SF9259R,1
15,SF11159,1
15,SF11209,2
15,SF11247,27
15,SF11644,13
15,SF11956,9
15,SF11979,29
15,SM006,69
15,SM011,19
15,SM012,27
15,SM017,9
15,SM018,36
15,X154,31
15,X192,43
15,ndGBM-01,4582
15,ndGBM-02,1953
15,ndGBM-03,1612
15,ndGBM-04,49
15,ndGBM-05,133
15,ndGBM-06,2
15,ndGBM-07,22
15,ndGBM-08,145
15,ndGBM-09,1149
15,ndGBM-10,1
15,ndGBM-11,3306
15,rGBM-01,124
15,rGBM-02,17
15,rGBM-03,1016
15,rGBM-04,300
16,3182,8
16,3282,76
16,3295,212
16,BT333,1
16,BT363,11
16,BT364,50
16,BT368,17
16,BT389,99
16,BT390,25
16,BT397,309
16,BT402,86
16,BT407,146
16,BT409,54
16,C3L-02705,27
16,C3L-03405,26
16,C3L-03968,14
16,C3N-00662,20
16,C3N-01334,1
16,C3N-01798,25
16,C3N-01814,33
16,C3N-01815,36
16,C3N-01816,242
16,C3N-02181,105
16,C3N-02188,117
16,C3N-02190,29
16,C3N-02769,10
16,C3N-02783,5
16,C3N-02784,509
16,C3N-03184,1
16,C3N-03186,65
16,C3N-03188,18
16,E100,3
16,G523,4
16,G549,1
16,G566,152
16,G583,8
16,G620,12
16,G637,2
16,G729,64
16,G797,1
16,G799,3
16,G851,8
16,G910,120
16,G945,43
16,G946,84
16,G967,48
16,G983,154
16,G1003,144
16,GSM4141788,7
16,GSM4141789,9
16,GSM4141790,82
16,JK124,29
16,JK125,10
16,JK126,589
16,JK134,17
16,JK136,127
16,JK142,109
16,JK152,40
16,JK153,62
16,JK156,60
16,JK163,78
16,LB3018T,2
16,LB3579T,124
16,LB3612T,96
16,LB3667T,238
16,LB3771T,4
16,LB3836T,107
16,LB3851T,25
16,LB3853T,20
16,LB3854T,131
16,LB3864T,83
16,LB3865T,219
16,LB3869T,117
16,LB3871T,380
16,LB3872T,178
16,LB3914T,31
16,LB3915T,220
16,LB3931T,260
16,LB3933T,114
16,LB3941T,28
16,LB3944T,40
16,LB3963T,168
16,LB4003T,91
16,LB4006T,6
16,LB4015T,4
16,LB4024T,7
16,LB4034T,116
16,LB4038T,58
16,LB4059T,28
16,LB4075T,238
16,LB4101T,92
16,LB4112T,96
16,LB4130T,15
16,LB4143T,130
16,LB4180T,6
16,MGH102,27
16,MGH105,159
16,MGH115,56
16,MGH118,14
16,MGH124,235
16,MGH125,5
16,MGH126,2
16,ND1,7
16,ND2,78
16,ND3,19
16,ND4,244
16,ND5,70
16,ND6,24
16,ND7,344
16,ND8,361
16,P234_JAK,5
16,P294,223
16,P317,465
16,P322,125
16,Patient_1,634
16,Patient_2,1285
16,Patient_3,565
16,Patient_4,312
16,R2,718
16,R3,294
16,R4,1394
16,R5,147
16,SF6996,7
16,SF10022,2
16,SF10127,2
16,SF11159,13
16,SF11209,2
16,SF11247,407
16,SF11644,4
16,SF11979,2
16,SM006,153
16,SM011,65
16,SM012,39
16,SM017,143
16,SM018,14
16,X154,126
16,X192,124
16,ndGBM-01,69
16,ndGBM-02,361
16,ndGBM-03,168
16,ndGBM-04,317
16,ndGBM-05,87
16,ndGBM-06,7
16,ndGBM-07,616
16,ndGBM-08,96
16,ndGBM-09,44
16,ndGBM-10,1
16,ndGBM-11,1
16,rGBM-01,5381
16,rGBM-02,112
16,rGBM-03,52
16,rGBM-04,435
16,rGBM-05,677
17,3182,34
17,3282,307
17,3295,24
17,BT363,13
17,BT364,156
17,BT368,49
17,BT389,563
17,BT390,92
17,BT397,325
17,BT402,3307
17,BT407,329
17,BT409,279
17,C3L-02705,2
17,C3L-03405,4
17,C3N-00662,5
17,C3N-01798,6
17,C3N-01814,2
17,C3N-01815,3
17,C3N-01816,79
17,C3N-02188,44
17,C3N-02769,1
17,C3N-02783,3
17,C3N-02784,54
17,C3N-03188,46
17,E10,1
17,E100,2
17,G523,70
17,G566,1
17,G583,1
17,G620,17
17,G729,9
17,G851,3
17,G910,800
17,G945,133
17,G946,78
17,G967,267
17,G983,171
17,G1003,94
17,GSM4141788,15
17,GSM4141789,19
17,GSM4141790,53
17,JK124,50
17,JK125,5
17,JK126,75
17,JK134,2
17,JK136,479
17,JK142,146
17,JK152,15
17,JK153,46
17,JK163,228
17,LB3018T,3
17,LB3579T,112
17,LB3612T,124
17,LB3667T,693
17,LB3771T,1
17,LB3836T,19
17,LB3851T,12
17,LB3853T,208
17,LB3854T,106
17,LB3864T,401
17,LB3865T,262
17,LB3869T,45
17,LB3871T,3020
17,LB3872T,3749
17,LB3914T,193
17,LB3915T,145
17,LB3931T,15
17,LB3933T,54
17,LB3941T,309
17,LB3944T,256
17,LB3963T,17
17,LB4003T,282
17,LB4006T,16
17,LB4015T,1
17,LB4024T,17
17,LB4034T,106
17,LB4038T,186
17,LB4059T,102
17,LB4075T,493
17,LB4101T,118
17,LB4112T,1575
17,LB4117T,7
17,LB4130T,1
17,LB4143T,37
17,LB4180T,52
17,MGH102,38
17,MGH105,138
17,MGH114,183
17,MGH115,292
17,MGH118,38
17,MGH124,69
17,MGH125,98
17,MGH126,3
17,MGH143,1
17,ND1,10
17,ND2,259
17,ND3,28
17,ND4,1725
17,ND5,122
17,ND6,49
17,ND7,1257
17,ND8,971
17,P234_JAK,330
17,P294,43
17,P317,200
17,P322,196
17,Patient_1,204
17,Patient_2,429
17,Patient_3,1340
17,Patient_4,312
17,R1,19
17,R2,1554
17,R3,2743
17,R4,2232
17,R5,543
17,SF10022,1
17,SF11159,5
17,SF11232,4
17,SF11247,84
17,SF11644,104
17,SF11956,90
17,SF11979,106
17,SM006,185
17,SM011,162
17,SM012,220
17,SM017,336
17,SM018,32
17,X154,111
17,X192,81
17,X194,12
17,ndGBM-01,114
17,ndGBM-02,512
17,ndGBM-03,1584
17,ndGBM-04,1241
17,ndGBM-05,155
17,ndGBM-07,383
17,ndGBM-08,803
17,ndGBM-09,79
17,ndGBM-10,2
17,ndGBM-11,2
17,rGBM-01,3211
17,rGBM-02,276
17,rGBM-03,100
17,rGBM-04,637
17,rGBM-05,44
18,3282,6
18,3295,1
18,BT363,1
18,BT364,4
18,BT368,8
18,BT389,25
18,BT397,4
18,BT409,1
18,C3N-02783,1
18,C3N-02784,3
18,G620,7
18,G729,1
18,G945,2
18,G946,4
18,G967,7
18,LB3579T,1
18,LB3667T,12
18,LB3836T,7
18,LB3854T,4
18,LB3864T,4
18,LB3869T,15
18,LB3871T,10
18,LB3872T,36
18,LB3914T,5
18,LB3963T,3
18,LB4003T,10
18,LB4006T,1
18,LB4034T,4
18,LB4059T,5
18,LB4075T,3
18,LB4101T,4
18,LB4112T,12
18,LB4143T,1
18,MGH102,4
18,MGH105,303
18,MGH115,10
18,MGH124,13
18,ND1,1
18,ND2,5
18,ND4,29
18,ND5,1
18,ND7,1
18,P234_JAK,54
18,P294,158
18,P317,2367
18,P322,3431
18,Patient_1,7
18,Patient_2,39
18,Patient_3,29
18,Patient_4,1
18,R2,8
18,R4,10
18,R5,1
18,SM011,2
18,SM012,2
18,SM017,1
18,X154,1098
18,X192,1
18,X194,5
18,ndGBM-02,3
18,ndGBM-03,1
18,ndGBM-04,1
18,ndGBM-05,4
18,ndGBM-07,12
18,ndGBM-08,3
18,rGBM-01,7
18,rGBM-03,1
18,rGBM-04,2
19,BT364,2
19,LB3579T,1
19,LB3667T,1
19,LB3853T,1
19,LB3869T,6
19,LB3872T,1
19,LB3914T,15
19,LB3941T,1
19,LB4059T,1
19,LB4101T,1
19,LB4117T,373
19,MGH114,1
19,ND7,1
19,P294,1
19,P322,1
19,R2,1
19,SF11979,1
19,ndGBM-09,2
20,3182,44
20,3282,109
20,3295,22
20,BT363,17
20,BT364,13
20,BT368,3
20,BT389,62
20,BT390,30
20,BT397,10
20,BT402,22
20,BT407,34
20,BT409,37
20,C3L-02705,24
20,C3L-03405,3
20,C3N-00662,19
20,C3N-01334,4
20,C3N-01798,9
20,C3N-01814,24
20,C3N-01815,5
20,C3N-01816,112
20,C3N-02188,25
20,C3N-02769,6
20,C3N-02783,57
20,C3N-02784,10
20,C3N-03186,6
20,C3N-03188,16
20,G523,213
20,G549,7
20,G566,2
20,G583,1
20,G620,13
20,G729,2
20,G799,1
20,G837,2
20,G910,114
20,G945,3
20,G946,46
20,G967,8350
20,G983,197
20,G1003,95
20,GSM4141790,2
20,JK125,2
20,JK126,1
20,JK134,1
20,JK136,7
20,JK156,1
20,JK163,1
20,LB3018T,12
20,LB3579T,44
20,LB3612T,15
20,LB3667T,127
20,LB3771T,2
20,LB3836T,3
20,LB3851T,1
20,LB3853T,373
20,LB3854T,132
20,LB3864T,140
20,LB3865T,13
20,LB3869T,7
20,LB3871T,60
20,LB3872T,210
20,LB3914T,81
20,LB3915T,12
20,LB3931T,42
20,LB3933T,455
20,LB3941T,569
20,LB3944T,21
20,LB3963T,8
20,LB4003T,14
20,LB4006T,15
20,LB4015T,2
20,LB4024T,2
20,LB4034T,19
20,LB4038T,2
20,LB4059T,105
20,LB4075T,47
20,LB4101T,263
20,LB4112T,22
20,LB4117T,80
20,LB4130T,1
20,LB4180T,17
20,MGH102,18
20,MGH105,18
20,MGH115,14
20,MGH124,3
20,MGH125,14
20,ND1,61
20,ND2,29
20,ND3,1
20,ND4,32
20,ND7,88
20,P234_JAK,879
20,P294,80
20,P317,64
20,P322,51
20,Patient_1,544
20,Patient_2,743
20,Patient_3,175
20,Patient_4,15013
20,R2,16
20,R3,62
20,R4,11
20,SF4297,5
20,SF9259R,2
20,SF11159,12
20,SF11209,2
20,SF11247,9
20,SF11644,710
20,SF11956,4
20,SF11979,11
20,SM006,6
20,SM011,1
20,SM012,35
20,SM017,36
20,SM018,138
20,X154,65
20,X192,95
20,X194,17
20,ndGBM-01,220
20,ndGBM-02,683
20,ndGBM-03,52
20,ndGBM-04,3
20,ndGBM-05,50
20,ndGBM-07,85
20,ndGBM-08,347
20,ndGBM-09,115
20,ndGBM-11,47
20,rGBM-01,13
20,rGBM-02,9
20,rGBM-03,20
20,rGBM-04,41
21,3182,3
21,3282,25
21,BT363,3
21,BT389,35
21,BT390,9
21,BT397,1
21,BT402,42
21,BT407,9
21,BT409,12
21,C3L-02705,8
21,C3N-00662,2
21,C3N-01814,26
21,C3N-01815,2
21,C3N-01816,5
21,C3N-02188,2
21,C3N-02190,3
21,C3N-02769,1
21,C3N-02783,6
21,C3N-02784,1
21,C3N-03186,1
21,C3N-03188,32
21,G523,1
21,G549,8
21,G620,4
21,G729,1
21,G851,1
21,G910,29
21,G946,6
21,G967,429
21,G983,131
21,G1003,24
21,GSM4141790,10
21,JK126,1
21,JK136,2
21,JK142,2
21,JK153,1
21,JK163,1
21,LB3018T,9
21,LB3579T,233
21,LB3612T,41
21,LB3667T,269
21,LB3851T,12
21,LB3853T,62
21,LB3854T,40
21,LB3864T,44
21,LB3865T,36
21,LB3869T,4
21,LB3871T,36
21,LB3872T,72
21,LB3914T,31
21,LB3915T,2
21,LB3931T,14
21,LB3933T,286
21,LB3941T,537
21,LB3944T,35
21,LB3963T,1
21,LB4003T,7
21,LB4006T,3
21,LB4015T,1
21,LB4024T,7
21,LB4034T,76
21,LB4038T,8
21,LB4059T,134
21,LB4075T,49
21,LB4101T,174
21,LB4112T,12
21,LB4117T,195
21,LB4180T,18
21,MGH102,5
21,MGH105,10
21,MGH114,15
21,MGH115,8
21,MGH118,25
21,MGH124,4
21,MGH125,14
21,ND1,45
21,ND2,19
21,ND3,1
21,ND4,6
21,ND5,1
21,ND7,402
21,ND8,4
21,P234_JAK,702
21,P294,145
21,P317,24
21,P322,21
21,Patient_1,5607
21,Patient_2,6095
21,Patient_3,10456
21,Patient_4,351
21,R2,17
21,R3,81
21,R4,22
21,SF9259R,1
21,SF11159,15
21,SF11209,1
21,SF11247,2
21,SF11644,4
21,SF11979,4
21,SM006,2
21,SM011,4
21,SM012,38
21,SM017,9
21,SM018,45
21,X154,62
21,X192,96
21,X194,8
21,ndGBM-01,115
21,ndGBM-02,79
21,ndGBM-03,170
21,ndGBM-04,2
21,ndGBM-05,85
21,ndGBM-07,18
21,ndGBM-08,206
21,ndGBM-09,16
21,ndGBM-11,360
21,rGBM-02,1
21,rGBM-03,40
21,rGBM-04,134
22,3182,6
22,3282,15
22,3295,18
22,BT363,10
22,BT364,66
22,BT368,18
22,BT389,35
22,BT390,4
22,BT397,97
22,BT402,7
22,BT407,103
22,BT409,60
22,C3N-01814,1
22,C3N-01816,3
22,C3N-03188,5
22,E10,5
22,G523,3
22,G549,3
22,G583,2
22,G620,3
22,G729,3
22,G910,3026
22,G945,7
22,G946,36
22,G967,264
22,G983,105
22,G1003,189
22,GSM4141788,15
22,GSM4141789,2
22,GSM4141790,8
22,JK134,1
22,JK153,2
22,JK156,2
22,LB3018T,31
22,LB3579T,89
22,LB3612T,168
22,LB3667T,384
22,LB3771T,3
22,LB3836T,72
22,LB3851T,189
22,LB3853T,7
22,LB3854T,97
22,LB3864T,51
22,LB3865T,73
22,LB3869T,59
22,LB3871T,762
22,LB3872T,202
22,LB3914T,110
22,LB3915T,104
22,LB3931T,96
22,LB3933T,686
22,LB3941T,91
22,LB3944T,86
22,LB3963T,9
22,LB4003T,99
22,LB4006T,14
22,LB4015T,9
22,LB4024T,8
22,LB4034T,115
22,LB4038T,15
22,LB4059T,175
22,LB4075T,147
22,LB4101T,157
22,LB4112T,92
22,LB4117T,186
22,LB4130T,8
22,LB4143T,48
22,LB4180T,50
22,MGH102,3
22,MGH105,14
22,MGH114,12
22,MGH115,2
22,MGH118,41
22,MGH124,5
22,MGH125,2
22,MGH126,8
22,MGH143,1
22,ND1,13
22,ND2,5
22,ND3,36
22,ND4,44
22,ND5,26
22,ND6,55
22,ND7,295
22,ND8,54
22,P234_JAK,97
22,P294,57
22,P317,40
22,P322,14
22,Patient_1,297
22,Patient_2,2241
22,Patient_3,71
22,Patient_4,1199
22,R1,3
22,R2,498
22,R3,68
22,R4,421
22,R5,48
22,SF11159,7
22,SF11209,4
22,SF11215,7
22,SF11232,21
22,SF11247,226
22,SF11644,28
22,SF11956,9
22,SF11979,9
22,SM006,4
22,SM011,37
22,SM012,34
22,SM017,13
22,SM018,39
22,X154,81
22,X192,84
22,X194,2
22,ndGBM-01,294
22,ndGBM-02,96
22,ndGBM-03,98
22,ndGBM-04,27
22,ndGBM-05,15
22,ndGBM-06,13
22,ndGBM-07,91
22,ndGBM-08,71
22,ndGBM-09,25
22,ndGBM-11,42
22,rGBM-01,102
22,rGBM-02,62
22,rGBM-03,177
22,rGBM-04,19
22,rGBM-05,13
23,3295,1
23,BT364,1
23,BT397,2
23,BT407,3
23,BT409,1
23,C3L-03405,1
23,C3N-01816,4
23,G523,1
23,G910,5
23,G967,1
23,G983,1
23,LB3018T,50
23,LB3579T,4179
23,LB3612T,1821
23,LB3667T,1536
23,LB3771T,237
23,LB3836T,160
23,LB3851T,2981
23,LB3853T,214
23,LB3854T,276
23,LB3864T,226
23,LB3865T,287
23,LB3869T,122
23,LB3871T,2479
23,LB3872T,1902
23,LB3914T,1019
23,LB3915T,378
23,LB3931T,146
23,LB3933T,2534
23,LB3941T,543
23,LB3944T,325
23,LB3963T,191
23,LB4003T,1166
23,LB4006T,122
23,LB4015T,130
23,LB4024T,86
23,LB4034T,558
23,LB4038T,8775
23,LB4059T,397
23,LB4075T,822
23,LB4101T,152
23,LB4112T,502
23,LB4117T,245
23,LB4130T,194
23,LB4143T,305
23,LB4180T,114
23,MGH105,1
23,MGH114,1
23,MGH118,2
23,ND4,5
23,ND6,1
23,ND8,1
23,Patient_1,57
23,Patient_2,247
23,Patient_3,214
23,Patient_4,111
23,R2,3
23,R3,1
23,R4,2
23,R5,1
23,SM006,1
23,ndGBM-01,1
23,ndGBM-07,3
23,rGBM-01,4
23,rGBM-02,7
23,rGBM-03,3
23,rGBM-04,3
24,3295,2
24,BT397,4
24,BT407,3
24,BT409,1
24,C3L-02705,2
24,C3L-03405,3
24,C3L-03968,8
24,C3N-01334,6
24,C3N-01798,1317
24,C3N-01814,1
24,C3N-01815,1198
24,C3N-01816,1373
24,C3N-02181,331
24,C3N-02188,1193
24,C3N-02190,30
24,C3N-02769,178
24,C3N-02783,386
24,C3N-02784,552
24,C3N-03186,53
24,C3N-03188,414
24,E10,194
24,E37,15
24,E39,14
24,E99,222
24,E100,39
24,G523,5
24,G549,2
24,G566,10
24,G583,3
24,G729,1
24,G851,1
24,G910,2
24,G967,4
24,G983,2
24,LB3018T,23
24,LB3579T,35
24,LB3612T,9
24,LB3667T,161
24,LB3771T,9
24,LB3836T,10
24,LB3851T,198
24,LB3853T,9
24,LB3854T,7
24,LB3864T,18
24,LB3865T,20
24,LB3869T,20
24,LB3871T,22
24,LB3872T,33
24,LB3914T,99
24,LB3915T,11
24,LB3931T,18
24,LB3933T,4
24,LB3944T,162
24,LB3963T,75
24,LB4003T,97
24,LB4006T,112
24,LB4015T,21
24,LB4024T,10
24,LB4034T,23
24,LB4038T,4
24,LB4059T,12
24,LB4075T,60
24,LB4101T,2
24,LB4112T,21
24,LB4117T,8
24,LB4130T,3
24,LB4143T,42
24,LB4180T,3
24,MGH118,1
24,MGH126,2
24,ND4,3
24,ND5,2
24,ND7,2
24,ND8,23
24,P234_JAK,90
24,P294,217
24,P317,88
24,P322,11
24,Patient_2,3
24,Patient_3,8
24,Patient_4,6
24,R1,7
24,R2,45
24,R3,1
24,R4,6
24,R5,30
24,SF4297,1
24,SF6996,2
24,SF10022,1
24,SF10127,1
24,SM011,1
24,SM017,2
24,SM018,1
24,X154,2
24,X192,5
24,X194,51
24,ndGBM-02,7
24,ndGBM-03,35
24,ndGBM-04,2
24,ndGBM-05,7
24,ndGBM-07,116
24,ndGBM-08,1
24,ndGBM-09,39
24,rGBM-01,22
24,rGBM-02,548
24,rGBM-03,10
24,rGBM-04,15
24,rGBM-05,73
25,MGH143,118
25,R5,1
26,3282,1
26,BT363,1
26,BT389,1
26,BT397,1
26,BT407,1
26,C3N-01814,2
26,C3N-01816,4
26,C3N-02188,2
26,C3N-02784,10
26,C3N-03186,1
26,C3N-03188,4
26,G620,5
26,G910,7
26,G967,20
26,G983,6
26,G1003,13
26,JK136,1
26,JK142,1
26,LB3018T,2
26,LB3579T,11
26,LB3612T,1
26,LB3667T,86
26,LB3854T,44
26,LB3864T,4
26,LB3865T,11
26,LB3869T,2
26,LB3871T,1
26,LB3872T,11
26,LB3914T,2
26,LB3915T,1
26,LB3933T,57
26,LB3941T,2
26,LB3944T,2
26,LB3963T,6
26,LB4003T,23
26,LB4024T,1
26,LB4034T,5
26,LB4038T,30
26,LB4059T,11
26,LB4075T,18
26,LB4101T,18
26,LB4112T,11
26,LB4143T,3
26,LB4180T,3
26,MGH115,1
26,MGH125,3
26,ND1,2
26,ND2,12
26,ND4,7
26,ND5,2
26,ND7,5
26,ND8,4
26,P294,33
26,P317,13
26,P322,11
26,Patient_1,77
26,Patient_2,4466
26,Patient_3,236
26,Patient_4,68
26,R2,15
26,R3,4
26,R4,10
26,R5,8
26,SF10022,1
26,SF11644,8
26,SM006,3
26,SM011,15
26,SM012,9
26,SM017,3
26,SM018,1
26,X154,19
26,X192,26
26,X194,1
26,ndGBM-01,1
26,ndGBM-02,8
26,ndGBM-03,1
26,ndGBM-04,4
26,ndGBM-05,18
26,ndGBM-07,1
26,ndGBM-08,7
26,ndGBM-09,2
26,rGBM-01,19
26,rGBM-02,8
26,rGBM-03,2
26,rGBM-04,2
27,3182,12
27,3282,10
27,3295,5
27,BT346,1
27,BT363,3
27,BT364,11
27,BT368,5
27,BT389,21
27,BT390,18
27,BT397,12
27,BT402,7
27,BT407,15
27,BT409,4
27,C3L-02705,1899
27,C3L-03405,505
27,C3L-03968,672
27,C3N-00662,433
27,C3N-01334,1311
27,C3N-01798,1664
27,C3N-01814,500
27,C3N-01815,1368
27,C3N-01816,3223
27,C3N-02181,711
27,C3N-02188,3318
27,C3N-02190,663
27,C3N-02769,360
27,C3N-02783,5077
27,C3N-02784,2657
27,C3N-03184,29
27,C3N-03186,446
27,C3N-03188,936
27,G523,106
27,G549,276
27,G566,581
27,G583,92
27,G637,4
27,G729,789
27,G797,8
27,G799,29
27,G837,5
27,G851,68
27,G910,2
27,G945,11
27,G946,2
27,G967,11
27,G983,31
27,GSM4141789,2
27,GSM4141790,4
27,JK136,2
27,JK142,5
27,JK152,1
27,LB3018T,12
27,LB3579T,52
27,LB3612T,8
27,LB3667T,159
27,LB3771T,1
27,LB3836T,9
27,LB3851T,21
27,LB3853T,7
27,LB3854T,11
27,LB3864T,15
27,LB3865T,11
27,LB3869T,6
27,LB3871T,34
27,LB3872T,11
27,LB3914T,20
27,LB3915T,25
27,LB3931T,1
27,LB3933T,4
27,LB3941T,8
27,LB3944T,12
27,LB3963T,9
27,LB4003T,27
27,LB4006T,5
27,LB4015T,7
27,LB4024T,6
27,LB4034T,23
27,LB4038T,10
27,LB4059T,46
27,LB4075T,80
27,LB4101T,14
27,LB4112T,6
27,LB4117T,4
27,LB4130T,3
27,LB4143T,6
27,LB4180T,21
27,MGH105,2
27,MGH114,12
27,MGH115,15
27,MGH118,6
27,ND1,2
27,ND2,1
27,ND3,1
27,ND4,10
27,ND5,7
27,ND6,1
27,ND7,6
27,ND8,30
27,P234_JAK,410
27,P294,116
27,P317,184
27,P322,138
27,Patient_1,134
27,Patient_2,108
27,Patient_3,232
27,Patient_4,135
27,R1,1
27,R2,50
27,R3,14
27,R4,14
27,R5,24
27,SF4297,965
27,SF6996,305
27,SF9259R,245
27,SF9259S,155
27,SF10022,167
27,SF10127,5
27,SF11159,1
27,SF11209,3
27,SF11247,6
27,SF11956,1
27,SM006,41
27,SM011,12
27,SM012,24
27,SM017,19
27,SM018,7
27,X154,79
27,X192,79
27,X194,123
27,ndGBM-01,31
27,ndGBM-02,183
27,ndGBM-03,67
27,ndGBM-04,48
27,ndGBM-05,31
27,ndGBM-07,74
27,ndGBM-08,60
27,ndGBM-09,24
27,ndGBM-10,1
27,ndGBM-11,2
27,rGBM-01,94
27,rGBM-02,48
27,rGBM-03,84
27,rGBM-04,75
27,rGBM-05,36
28,3282,2
28,BT407,2
28,C3N-00662,3
28,C3N-01798,1
28,C3N-01816,3
28,C3N-02181,1
28,C3N-02188,3
28,C3N-02783,8
28,C3N-02784,1
28,C3N-03186,2
28,G910,1
28,G967,3
28,LB3018T,3
28,LB3579T,1
28,LB3612T,1
28,LB3667T,6
28,LB3851T,1
28,LB3869T,2
28,LB3933T,1
28,LB3963T,1
28,LB4006T,1
28,LB4034T,3
28,LB4038T,3
28,LB4059T,18
28,LB4075T,4
28,LB4101T,6
28,LB4180T,1
28,MGH124,1
28,ND2,3
28,ND4,4
28,ND7,1
28,P234_JAK,986
28,P294,288
28,P317,1641
28,P322,206
28,Patient_1,18
28,Patient_2,8
28,R4,2
28,R5,2
28,SF11644,1
28,SM018,2
28,X154,507
28,X192,753
28,X194,197
28,ndGBM-02,1
28,ndGBM-07,2
28,ndGBM-08,1
28,ndGBM-09,1
28,rGBM-01,1
28,rGBM-02,2
28,rGBM-03,1
28,rGBM-04,3
29,3182,22
29,3282,10
29,3295,60
29,BT363,25
29,BT364,14
29,BT368,6
29,BT389,26
29,BT390,42
29,BT397,50
29,BT407,31
29,BT409,13
29,C3L-02705,8
29,C3L-03405,4
29,C3L-03968,1
29,C3N-01798,4
29,C3N-01816,43
29,C3N-02181,6
29,C3N-02188,9
29,C3N-02783,5
29,C3N-02784,7
29,C3N-03184,2
29,C3N-03188,1
29,E100,4
29,G523,2
29,G549,1
29,G566,3
29,G583,1
29,G729,2
29,G799,1
29,G851,4
29,G910,20
29,G945,5
29,G946,18
29,G967,2
29,G983,3
29,G1003,6
29,GSM4141788,1
29,GSM4141790,2
29,JK124,1
29,JK125,3
29,JK126,3
29,JK134,2
29,JK136,11
29,JK142,2
29,JK156,14
